ID,Name,Two Nights Cost USD,Location,Area,Rating,Reviews,Free_Cancellation,Free_Valet_Parking,Free_Breakfast,Free_WiFi,Fitness_Centre,Swimming_pool,Health_club,Bar,lon,lat
136,Alpha Inn & Suites,180.2,Palace of Fine Arts San Francisco,San Francisco,2.5,Average,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-122.4428473,37.7987485
137,El Capitan Hotel,178.42,Private Homes and Apartments San Francisco,San Francisco,2,Poor,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-122.418881,37.75948032
138,Inn on Folsom,178.42,Orpheum Theater San Francisco,San Francisco,2.5,Average,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-122.4099115,37.7753344
139,Rodeway Inn Civic Center,173.19,Civic Center San Francisco,San Francisco,2.5,Average,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-122.4219606,37.7829163
140,Aida Plaza Hotel,172.18,Civic Center San Francisco,San Francisco,2.5,Average,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-122.41191,37.780433
141,Perramont Hotel,160.19,Castro Street San Francisco,San Francisco,2,Poor,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-122.4302557,37.7667521
142,Admiral Hotel,150.16,Orpheum Theater San Francisco,San Francisco,2.5,Average,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-122.4143722,37.78590145
143,Hotel Ikon,146.14,San Francisco Museum of Modern Art San Francisco,San Francisco,3.5,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-122.4058785,37.7893162
144,Mithila Hotel,139.29,Nob Hill San Francisco,San Francisco,2.5,Average,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-122.4163959,37.7883992
145,The Urban,120.13,San Francisco Museum of Modern Art San Francisco,San Francisco,3.5,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-122.4057071,37.79043463
146,Bay Hotel,116.28,Orpheum Theater San Francisco,San Francisco,1.5,Poor,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-122.4120747,37.7825175
147,Hotel Sunrise,111.75,Mission Dolores Park San Francisco,San Francisco,2,Average,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-122.4216424,37.76611089
